"chrom","window","MDS1","MDS2"
"NW_022145598.1",131,-0.00583649435528805,-0.00624654610577343
"NW_022145598.1",132,-0.0071992986754211,-0.000596857928347456
"NW_022145598.1",133,-0.00819438152979587,-0.00849685197161898
"NW_022145598.1",134,-0.00161811478003147,0.00621026578592718
"NW_022145598.1",135,-0.0100704119813689,-0.00970516096956001
"NW_022145598.1",136,-0.00986410348227372,0.0222702986096311
"NW_022145598.1",137,-0.0121380333826657,0.012556118449626
"NW_022145598.1",138,-0.00353798271373735,-0.00791999144838636
"NW_022145598.1",139,-0.00736740351618434,-0.00611142273054662
"NW_022145598.1",140,-0.00875531071429063,-0.0116071589904099
"NW_022145598.1",141,-0.0110936220976798,-0.00296518199322899
"NW_022145598.1",142,-0.0161224670962755,0.0353361401954749
"NW_022145598.1",143,8.40783270295103e-06,0.00147850994850425
"NW_022145598.1",144,-0.00689845237170328,-0.0068624972320316
"NW_022145598.1",145,-0.00916352503132834,-0.00683538480596882
"NW_022145598.1",146,0.00940601142225781,-0.00260552739718108
"NW_022145598.1",147,-0.00320039615627083,-0.0120675571362286
"NW_022145598.1",148,-0.0116988897881352,-0.00806428063900958
"NW_022145598.1",149,0.0184632265627981,-0.00922727041392215
"NW_022145598.1",150,0.00318690948613983,-0.0137186116161201
"NW_022145598.1",151,-0.00792703123120993,-0.0103172967557066
"NW_022145598.1",152,0.00566784706563339,-0.0029315764892047
"NW_022145598.1",153,-0.00573017534269081,0.0242924128434466
"NW_022145598.1",154,0.00388675058169576,-0.00952578369134462
"NW_022145598.1",155,0.0150332655561008,-0.00713698760956244
"NW_022145598.1",156,-0.00953030356358705,-0.00814923777687504
"NW_022145598.1",157,0.00351582394866241,-0.0112487891715681
"NW_022145598.1",158,-0.0119507429799182,-0.00303593864390786
"NW_022145598.1",159,-0.00129092167319826,-0.00781473706989151
"NW_022145598.1",160,0.00300121371378969,0.00266639327906471
"NW_022145598.1",161,-0.010380917189308,-0.00437472696967151
"NW_022145598.1",162,-0.0148840505428221,-0.00312398501200581
"NW_022145598.1",163,-0.00234683597650195,0.011135633796308
"NW_022145598.1",164,-0.00712420244057237,-0.00530823287161025
"NW_022145598.1",165,-0.00316152919288264,0.00107575601518942
"NW_022145598.1",166,-0.00905114948280262,-0.00817938490053034
"NW_022145598.1",167,-0.00867791510406287,-0.013535302967148
"NW_022145598.1",168,0.0159716906938711,0.00320269061619274
"NW_022145598.1",169,0.000653497827273191,-0.00813861734284483
"NW_022145598.1",170,-0.00411652326299805,0.014449546415505
"NW_022145598.1",171,-0.00132237157664842,-0.00548993173948328
"NW_022145598.1",172,-0.0108690857435192,-0.00119657100111272
"NW_022145598.1",173,0.00781868496577983,0.0204123302329302
"NW_022145598.1",174,-0.000853685419933125,-0.00951805205788344
"NW_022145598.1",175,-0.00986420802598244,-0.00531852877910415
"NW_022145598.1",176,0.00155617526032049,-0.00568712401888884
"NW_022145598.1",177,0.00195404079505349,-0.0077929520782313
"NW_022145598.1",178,0.0173522266671584,-0.00420913683920296
"NW_022145598.1",179,-0.0126166022475023,-0.00760905482051744
"NW_022145598.1",180,0.0200285954932577,0.0218098056329697
"NW_022145598.1",181,-0.0171023882471895,0.0295426791425794
"NW_022145598.1",182,-0.00164036703283957,-0.0112680767130851
"NW_022145598.1",183,-0.00665209250656624,-0.0111009270146551
"NW_022145598.1",184,-0.0121002020548241,-0.0103595312372153
"NW_022145598.1",185,0.00297256693550705,-0.00537363328027821
"NW_022145598.1",186,-0.00574221210081716,-0.0111847708631799
"NW_022145598.1",187,-0.0176726077205533,-0.00859223443542916
"NW_022145598.1",188,-0.0119844487023928,0.00170916081140815
"NW_022145598.1",189,-0.0111232807707143,-0.0130299472882806
"NW_022145598.1",190,0.0251984925846413,0.00975021193166195
"NW_022145598.1",191,-0.0115040439710895,-0.00429951900836573
"NW_022145598.1",192,-0.000250867167729664,-0.0101621937592073
"NW_022145598.1",193,-0.0131444055287342,-0.00114119962537287
"NW_022145598.1",194,-0.0118122373934909,-0.00481194708256518
"NW_022145598.1",195,-0.00962445609504177,-0.0108271216364048
"NW_022145598.1",196,-0.0147417793423938,-0.0128591894261194
"NW_022145598.1",197,-0.0163208889977042,-0.00839863336887181
"NW_022145598.1",198,-0.00280392394753432,-0.0107776573460434
"NW_022145598.1",199,0.00775380116869182,0.0138652261821609
"NW_022145598.1",200,0.00421618635229494,-0.0101403515106682
"NW_022145598.1",201,0.00137987412214064,-0.00442545543880593
"NW_022145598.1",202,-0.0079220831690769,-0.010272687456405
"NW_022145598.1",203,-6.6478228380247e-05,-0.00683564740559298
"NW_022145598.1",204,-0.00578636744606148,-0.010340628258249
"NW_022145598.1",205,0.00112994764521681,0.006803844298455
"NW_022145598.1",206,-0.000178251545268925,-0.00405983894385039
"NW_022145598.1",207,0.00808851644749452,-0.00746141612465423
"NW_022145598.1",208,-0.00274435701360008,-0.0140999862390008
"NW_022145598.1",209,-0.00366359371838551,0.00133992012328143
"NW_022145598.1",210,-0.00482529268627906,-0.00945587666261634
"NW_022145598.1",211,-0.00297585433306738,-0.00400037403868482
"NW_022145598.1",212,-0.0152917178293192,0.0232424621759798
"NW_022145598.1",213,-0.00477969997059243,0.0170644201843861
"NW_022145598.1",214,0.00375624920497712,-0.00468412307572349
"NW_022145598.1",215,0.00431013433384766,-0.011661649931464
"NW_022145598.1",216,-0.00297786293207334,-0.00299016188031383
"NW_022145598.1",217,0.00376523858929783,0.00373625694276103
"NW_022145598.1",218,0.00362265350332568,0.0139306670534493
"NW_022145598.1",219,0.00613875500626249,-0.00504672923910128
"NW_022145598.1",220,-0.00909560734882147,-0.010328316845888
"NW_022145598.1",221,-0.00921309933933485,0.00753017842205404
"NW_022145598.1",222,0.00592438044457136,-0.00384432474828771
"NW_022145598.1",223,-0.00100382960370323,0.0257446319062445
"NW_022145598.1",224,0.0110564097882897,0.028017102445115
"NW_022145598.1",225,-0.00858765104589857,0.00987197230464344
"NW_022145598.1",226,-0.00794591892781312,-0.00688215720345992
"NW_022145598.1",227,0.00169928895748011,3.3508252290795e-05
"NW_022145598.1",228,0.0141648637957261,0.0106566373046151
"NW_022145598.1",229,0.00249617375171121,-0.0127897257725499
"NW_022145598.1",230,-0.0105930225885191,-0.0107983412583615
"NW_022145598.1",231,-0.00883951055904614,-0.00468037263811261
"NW_022145598.1",232,0.00285237689478443,-0.0128464143040588
"NW_022145598.1",233,-0.00522968405919401,-0.00825776900321882
"NW_022145598.1",234,-0.00912604896885571,-0.00542022340467271
"NW_022145598.1",235,-0.00618075608836046,0.00312977299135597
"NW_022145598.1",236,-0.0087740355499614,-0.00634610820659328
"NW_022145598.1",237,-0.015425567585769,0.00841129913333911
"NW_022145598.1",238,-0.00589578886895508,0.00144771093742445
"NW_022145598.1",239,-0.00893857923221654,0.0144500438563888
"NW_022145598.1",240,-0.00956253637589299,-0.00388857880212131
"NW_022145598.1",241,-0.00731425354022617,-0.00483732901007571
"NW_022145598.1",242,-0.00380613032139849,-0.0100954365999711
"NW_022145598.1",243,0.00906056468815315,0.00316962685284789
"NW_022145598.1",244,0.025151022613702,-0.00696656989618198
"NW_022145598.1",245,0.0105967626209304,-0.00561103831313499
"NW_022145598.1",246,-0.00772133019373579,0.00177033987290716
"NW_022145598.1",247,-0.0029984955035409,-0.00949340704570813
"NW_022145598.1",248,-0.00703967568002986,-0.000770419794769678
"NW_022145598.1",249,-0.0159063550230283,-0.00644532852795565
"NW_022145598.1",250,0.00463588303217555,0.01145963744401
"NW_022145598.1",251,0.0061946927605681,-0.00353777313714986
"NW_022145598.1",252,0.00340769031795384,0.0027237508334117
"NW_022145598.1",253,-0.00564108096866058,-0.00784629422740299
"NW_022145598.1",254,0.00438660842917692,0.00903453309866146
"NW_022145598.1",255,-0.0132768872822725,0.0266792208598002
"NW_022145598.1",256,-0.0138418788757477,0.00639156858918408
"NW_022145598.1",257,-0.0122131286557018,0.0186969086760808
"NW_022145598.1",258,-0.0142599495072695,0.0178354829881199
"NW_022145598.1",259,-0.0115260724756077,0.0011456297983946
"NW_022145598.1",260,-0.00508406945483775,-0.010941878245303
"NW_022145598.1",261,-0.0114168570624943,-0.0102202425308279
"NW_022145598.1",262,-0.00264438025135007,-0.00457012709532804
"NW_022145598.1",263,0.0137073491741691,0.00672444621983588
"NW_022145598.1",264,-0.00257178501444058,-0.00297478622323331
"NW_022145598.1",265,0.000159973349417381,0.00090226368116685
"NW_022145598.1",266,-0.00430040812599976,-0.00710314820545213
"NW_022145598.1",267,-0.00390807020000272,-0.0104926652673281
"NW_022145598.1",268,-0.00923401744695384,-0.00013523823075323
"NW_022145598.1",269,0.0114371881307508,-0.0063763527444785
"NW_022145598.1",270,-0.00638492443985002,0.0270497534359188
"NW_022145598.1",271,-0.00535982278390701,0.00431942740715525
"NW_022145598.1",272,0.00697824634647497,-0.000350595408267206
"NW_022145598.1",273,-0.00560971659457033,0.0377018101129107
"NW_022145598.1",274,-0.00734870000940136,-0.00604841139193978
"NW_022145598.1",275,0.00317996988680981,-0.0069267821418739
"NW_022145598.1",276,0.0260749237807406,-0.00534142642497099
"NW_022145598.1",277,-0.00479179038722468,-0.00421925763986133
"NW_022145598.1",278,0.00843302932896237,-0.00731884968563048
"NW_022145598.1",279,-0.00450666803880651,0.00168309768027592
"NW_022145598.1",280,-0.00275111544006853,-0.00805108575455019
"NW_022145598.1",281,0.00879064652623442,-0.00206947647889755
"NW_022145598.1",282,0.0152092484522459,0.0059482264141398
"NW_022145598.1",283,-0.00536096645856526,-0.000479410504386489
"NW_022145598.1",284,0.00106070720916064,-0.00510544404381761
"NW_022145598.1",285,-0.00771748241462563,-0.00703827712633587
"NW_022145598.1",286,-0.0122510835738861,0.018698187274478
"NW_022145598.1",287,0.00052532393187963,-0.00818757213730568
"NW_022145598.1",288,0.00594526630441092,-0.0103218668432386
"NW_022145598.1",289,-0.0171795831954611,0.0178990282263235
"NW_022145598.1",290,-0.0095552699703035,-0.0148283371104133
"NW_022145598.1",291,-0.0020642911686177,-0.00275654493224703
"NW_022145598.1",292,0.0035845201080986,-0.0124721172739046
"NW_022145598.1",293,-0.00604177618919414,-0.00296572734891089
"NW_022145598.1",294,0.0291606137403637,0.000372106152985982
"NW_022145598.1",295,0.0250724213660026,-0.00670743265032199
"NW_022145598.1",296,-0.000766524414383463,-0.0117939259195772
"NW_022145598.1",297,-0.00216678594265657,-0.00133274809903557
"NW_022145598.1",298,-0.00797939889731651,-0.00753703307649631
"NW_022145598.1",299,0.0108383507172519,-0.00437545130009508
"NW_022145598.1",300,-0.0101704831686975,-0.00361502526151931
"NW_022145598.1",301,0.00482681093848683,-0.00272266332667367
"NW_022145598.1",302,-0.00662359592040844,-0.00641142246350296
"NW_022145598.1",303,-0.00759263985858279,-0.00604914749199647
"NW_022145598.1",304,-0.0110938513852297,-0.00480563864008625
"NW_022145598.1",305,-0.000480181738969754,-0.0153537492194217
"NW_022145598.1",306,-0.00788618944033168,0.00234659183956549
"NW_022145598.1",307,0.00865284398158182,-0.0117073504243197
"NW_022145598.1",308,0.0319112279819146,-0.00921597934117411
"NW_022145598.1",309,0.0021183085578095,-0.0116707900870493
"NW_022145598.1",310,-0.0110639072778645,0.00143765557944273
"NW_022145598.1",311,0.000103009226325144,-0.00553038778900995
"NW_022145598.1",312,-0.0111234298241,0.00497043873913789
"NW_022145598.1",313,-0.00545241355708842,-0.0086771336549881
"NW_022145598.1",314,-0.00570483181611126,-0.00950852974571585
"NW_022145598.1",315,0.00571573440646319,0.0169789461081697
"NW_022145598.1",316,0.00640949180993832,-0.00213561695550765
"NW_022145598.1",317,-0.010793781754907,-0.00145060475049771
"NW_022145598.1",318,-0.00580580125520219,-0.00451698835514884
"NW_022145598.1",319,-0.00328659929884107,-0.00976742150923965
"NW_022145598.1",320,-0.00959737506049776,-0.016857709818009
"NW_022145598.1",321,-0.0109945019480546,-0.00451098205119441
"NW_022145598.1",322,-0.013638492561813,-0.0111023983969152
"NW_022145598.1",323,-0.0133233593165749,-0.010282681400111
"NW_022145598.1",324,-0.000613852994791674,-0.00759258125785159
"NW_022145598.1",325,-0.0027767789427909,-0.00974419645623143
"NW_022145598.1",326,0.0115612782722653,-0.00894883349112829
"NW_022145598.1",327,0.00675436594881574,-0.0104444947009048
"NW_022145598.1",328,-0.000604967468082856,-0.0105440112663714
"NW_022145598.1",329,-0.00374938763523565,-0.0115612038132816
"NW_022145598.1",330,0.00401653921347687,-0.00904519329070949
"NW_022145598.1",331,-0.00539083964048518,-0.0046803440914283
"NW_022145598.1",332,-0.0145760307701775,0.00290549133727334
"NW_022145598.1",333,-0.0120866510379779,-0.0113250856881071
"NW_022145598.1",334,-0.0125533113743717,-0.0137852729082131
"NW_022145598.1",335,-0.000188858254786501,-0.00274633261196421
"NW_022145598.1",336,-0.00397924483641593,-0.00917380667002119
"NW_022145598.1",337,-0.00341757525856663,-0.00582814637885528
"NW_022145598.1",338,-0.000642408787594399,-0.00540966780093497
"NW_022145598.1",339,-0.00857214807579011,0.0078168322593174
"NW_022145598.1",340,0.00659964809507456,-0.00168378685925523
"NW_022145598.1",341,0.0032369063568723,-0.00556636131232283
"NW_022145598.1",342,-0.0106499287392402,-0.0098041929640342
"NW_022145598.1",343,-0.00195064635762356,-0.00187200760227022
"NW_022145598.1",344,0.0225598338387685,-0.00350709963770261
"NW_022145598.1",345,-0.00533360618082453,-0.0125092473840118
"NW_022145598.1",346,0.0174638933504923,0.00383719551312385
"NW_022145598.1",347,0.000291614884696186,-0.00345538685526318
"NW_022145598.1",348,0.0023050226131618,-0.0141311433700011
"NW_022145598.1",349,0.0006232678133659,-0.00871266147072883
"NW_022145598.1",350,-0.000544345282164198,-0.00441920761285846
"NW_022145598.1",351,-0.00571485550448919,-0.011940311562449
"NW_022145598.1",352,0.00424425227068505,-0.00509048634739724
"NW_022145598.1",353,-0.00516990469350859,-0.00638395306481076
"NW_022145598.1",354,-0.00826893407020378,-0.00553401347743207
"NW_022145598.1",355,0.0154769329609308,-0.00462681140698036
"NW_022145598.1",356,0.00390972071816131,-0.00104788376032061
"NW_022145598.1",357,-0.00846385554086396,0.000115964514523176
"NW_022145598.1",358,0.00650129115033447,-0.00208745913827337
"NW_022145598.1",359,-0.00740454979738488,0.00379983109238496
"NW_022145598.1",360,-0.0094927171804163,-0.0102229403277447
"NW_022145598.1",361,0.0146912974603721,-0.00890170190037159
"NW_022145598.1",362,-0.0118780512183709,0.0415006178092661
"NW_022145598.1",363,0.006654242528054,-0.00666056741897378
"NW_022145598.1",364,-0.00766327998148371,-0.00396458318538443
"NW_022145598.1",365,0.000916330477941276,0.00484033740983485
"NW_022145598.1",366,0.00231441302486126,0.0091235251559353
"NW_022145598.1",367,-0.000721000737349744,-0.00516219605208178
"NW_022145598.1",368,0.00102544150847982,-0.00207699374799057
"NW_022145598.1",369,-0.0123107265887339,-0.0118698556419915
"NW_022145598.1",370,-0.00447272474543111,-0.00226112703147711
"NW_022145598.1",371,-0.00765627867782124,-0.0115715783276499
"NW_022145598.1",372,-0.0106630656751202,-0.00824984387420069
"NW_022145598.1",373,-0.0173818446226651,-0.0106898088185512
"NW_022145598.1",374,0.00557763154500025,-0.0099374488712883
"NW_022145598.1",375,0.00540201799093371,-0.010803702369197
"NW_022145598.1",376,-0.0162646869733269,0.015435511332469
"NW_022145598.1",377,-0.000780411751626708,-0.00228424391683374
"NW_022145598.1",378,0.00274887991513261,-0.0095044329232319
"NW_022145598.1",379,-0.0141553178590936,0.0357679599396174
"NW_022145598.1",380,-0.0141461081029431,0.0151770029482104
"NW_022145598.1",381,-0.00580093694656279,-0.00196294180397786
"NW_022145598.1",382,-0.00318084817978052,0.000558277400816754
"NW_022145598.1",383,-0.00302671487123118,-0.00750471239285911
"NW_022145598.1",384,-0.00958807124660988,-0.00867707522760988
"NW_022145598.1",385,-0.0111188921375369,-0.0105176638459762
"NW_022145598.1",386,0.00661219465195723,0.00262180785793818
"NW_022145598.1",387,-0.00464204012725267,-0.00820388678563696
"NW_022145598.1",388,-0.00706064687638129,0.0247931229385829
"NW_022145598.1",389,5.2741811533681e-05,0.0158292700342079
"NW_022145598.1",390,0.0229839690668961,0.00882552604069091
"NW_022145598.1",391,0.00290844939740466,-0.00569911436474876
"NW_022145598.1",392,0.0323835372180444,-0.00889332366116073
"NW_022145598.1",393,-0.00591003660275325,0.00178447708770604
"NW_022145598.1",394,-0.0196801834921422,0.00904702183013064
"NW_022145598.1",395,-0.00682331214607307,0.0383828047964426
"NW_022145598.1",396,-0.0110315780626524,-0.00982326330701264
"NW_022145598.1",397,-0.00939854807716147,-0.00622267349789157
"NW_022145598.1",398,-0.000330150962361225,-0.00880580638628806
"NW_022145598.1",399,-0.00142503705446004,-0.00428881803692579
"NW_022145598.1",400,-0.00624964373936505,0.00822834095182181
"NW_022145598.1",401,0.00215655059976842,-0.0117305919739306
"NW_022145598.1",402,-0.00603422559611042,-0.00592662988783349
"NW_022145598.1",403,-0.00842160619911672,-0.0114550522729066
"NW_022145598.1",404,0.0186715018620425,0.0013715495471226
"NW_022145598.1",405,-0.01111239229625,0.00957524597460466
"NW_022145598.1",406,-0.00742892930645178,-0.0109446860026198
"NW_022145598.1",407,0.0015727050352681,-0.00187514215498355
"NW_022145598.1",408,0.0206102920186651,-0.00190544662193446
"NW_022145598.1",409,-0.0110578331196738,-0.00573988601719332
"NW_022145598.1",410,-0.0085323123605841,0.0038043879846916
"NW_022145598.1",411,-0.00656110986146357,0.00459696700512386
"NW_022145598.1",412,-0.00307150971523334,-0.00444609104695788
"NW_022145598.1",413,-0.0109764733978177,-0.00186861552557643
"NW_022145598.1",414,0.00493795073178196,0.0137859352691823
"NW_022145598.1",415,-0.0108430229925918,-0.00868928386093796
"NW_022145598.1",416,-2.68608586614523e-05,-0.00339754101107711
"NW_022145598.1",417,0.0025691679279851,-0.00344246268769276
"NW_022145598.1",418,-0.00332364582843805,-0.00844323525866384
"NW_022145598.1",419,-0.00824758552239912,-0.0083673570896871
"NW_022145598.1",420,-0.00631170604628294,-0.0154549267732245
"NW_022145598.1",421,0.00121705916729332,0.00231992312068889
"NW_022145598.1",422,-0.0116668329223517,0.0193662191280621
"NW_022145598.1",423,-0.00912521064379401,-0.00544901873132976
"NW_022145598.1",424,-0.00850584162168381,-0.0122459467696316
"NW_022145598.1",425,0.0279744030965188,-0.00775816749446626
"NW_022145598.1",426,0.034845035690249,0.00669648916494757
"NW_022145598.1",427,-0.0137550760277385,0.0112244309007141
"NW_022145598.1",428,-0.00171362863953018,0.00215463532191482
"NW_022145598.1",429,-0.00320999522890485,0.00111236974729623
"NW_022145598.1",430,-0.00462435352692115,-0.00194395167085436
"NW_022145598.1",431,0.000950618816686279,-0.0127496081251585
"NW_022145598.1",432,-0.0072656824987587,-0.0123418987920844
"NW_022145598.1",433,-0.00768050438509947,0.0309185824124003
"NW_022145598.1",434,-0.00252238314845822,-0.00272543392114284
"NW_022145598.1",435,-0.00768707969019963,-0.0113341572807696
"NW_022145598.1",436,0.00195778259156246,-0.00721651676109277
"NW_022145598.1",437,-0.0155653661554759,0.00163707427373229
"NW_022145598.1",438,0.0139073087999645,-0.00198982468208308
"NW_022145598.1",439,-0.0146731790373863,0.0204509419378524
"NW_022145598.1",440,-0.00668009259816389,0.0260855296463401
"NW_022145598.1",441,-0.000215729622445347,0.00972678302776584
"NW_022145598.1",442,-0.00828712924115335,-0.0059638676964004
"NW_022145598.1",443,-0.00951439051326677,-0.00873260873215302
"NW_022145598.1",444,0.00323202920430417,-0.00162541644711172
"NW_022145598.1",445,-0.0154076237520366,0.00582268106261041
